0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
27,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
28,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
29,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
30,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
31,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
32,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
33,Block,5,Face,5,Pattern,BlackSquare,action,RotateLeft
34,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
35,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
36,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
37,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
38,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
39,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
40,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
41,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
42,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
43,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
44,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
45,Block,2,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
46,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
47,Block,2,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
48,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateLeft
49,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
50,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
51,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
52,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
53,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
7,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
8,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
9,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
10,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
12,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
13,Block,6,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
14,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
15,Block,6,Face,3,Pattern,WhiteSquare,action,RotateRight
16,Block,6,Face,3,Pattern,WhiteSquare,action,RotateLeft
17,Block,6,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
18,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
19,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
20,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
21,Block,5,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
22,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
23,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
24,Block,5,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
25,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
26,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
27,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
28,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
29,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
30,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
31,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
32,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
33,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
34,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
35,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
36,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
37,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
38,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
39,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
40,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
41,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
42,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
7,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
8,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
9,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
10,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
12,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
13,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
14,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
15,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
16,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
17,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
18,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
19,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
20,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
21,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
22,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
23,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
24,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
25,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
26,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
27,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
28,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
29,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
30,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
31,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
4,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
5,Block,9,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
6,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
7,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
8,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
9,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
10,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
12,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
13,Block,8,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
14,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
15,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
16,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
17,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
19,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
20,Block,6,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
21,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
22,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
23,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
24,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
25,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
26,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
27,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
28,Block,4,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
29,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
30,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
31,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
32,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
33,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
34,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateLeft
35,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
36,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
37,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
38,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
39,Block,3,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
40,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
41,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
42,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
43,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
44,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
45,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
46,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
47,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
48,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
49,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
50,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
4,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
5,Block,9,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
6,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
7,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
8,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
9,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
10,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
12,Block,8,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
13,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
14,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
15,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
16,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
17,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
18,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
19,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
20,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
21,Block,5,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
22,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
23,Block,5,Face,4,Pattern,BlackSquare,action,RotateRight
24,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
25,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
26,Block,5,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
27,Block,5,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateLeft
28,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
29,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
30,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
31,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
32,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
33,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
34,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
35,Block,3,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
36,Block,3,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateLeft
37,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
38,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
39,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
40,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
41,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
42,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
43,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
44,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
45,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
46,Block,1,Face,2,Pattern,WhiteSquare,action,RotateLeft
47,Block,1,Face,2,Pattern,WhiteSquare,action,RotateLeft
48,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
49,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
50,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
51,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
52,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
53,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
54,Block,1,Face,4,Pattern,BlackSquare,action,RotateRight
55,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
56,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
57,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
58,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
59,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
60,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
61,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
62,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
63,Block,1,Face,2,Pattern,WhiteSquare,action,RotateLeft
64,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
65,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
66,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
67,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
68,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
69,Block,1,Face,3,Pattern,WhiteSquare,action,RotateLeft
70,Block,1,Face,3,Pattern,WhiteSquare,action,RotateRight
71,Block,1,Face,3,Pattern,WhiteSquare,action,RotateRight
72,Block,1,Face,3,Pattern,WhiteSquare,action,RotateRight
73,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
74,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
75,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
76,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
77,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
78,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
79,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
80,Block,1,Face,5,Pattern,BlackSquare,action,RotateRight
81,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
82,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
83,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
84,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
85,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
86,Block,1,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
87,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
88,Block,1,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
89,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
90,Block,1,Face,3,Pattern,WhiteSquare,action,RotateRight
91,Block,1,Face,3,Pattern,WhiteSquare,action,RotateLeft
92,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
7,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
8,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
9,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
11,Block,6,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
12,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
13,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
14,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
15,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
16,Block,5,Face,5,Pattern,BlackSquare,action,RotateLeft
17,Block,5,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
18,Block,5,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateRight
19,Block,5,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateLeft
20,Block,5,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
21,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
22,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
23,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
24,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
25,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
26,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
27,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
28,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
29,Block,3,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
30,Block,3,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateLeft
31,Block,3,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
32,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
33,Block,3,Face,4,Pattern,BlackSquare,action,RotateLeft
34,Block,3,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
35,Block,3,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateRight
36,Block,3,Face,6,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
37,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
38,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
39,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
40,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
41,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
42,Block,2,Face,2,Pattern,WhiteSquare,action,RotateRight
43,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
44,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
45,Block,2,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
46,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
47,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
48,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
49,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
50,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
51,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
52,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
53,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
54,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
55,Block,1,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
56,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateRight
57,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
7,Block,8,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
8,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
9,Block,8,Face,3,Pattern,WhiteSquare,action,RotateRight
10,Block,8,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
11,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
12,Block,8,Face,3,Pattern,WhiteSquare,action,RotateLeft
13,Block,8,Face,3,Pattern,WhiteSquare,action,RotateLeft
14,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
15,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
16,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
17,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
18,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
19,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
20,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
21,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
22,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
23,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
24,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
25,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
26,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
27,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
28,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
29,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
30,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
31,Block,3,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
32,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
33,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
34,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
35,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
36,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
37,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
38,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
39,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
40,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
41,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
4,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
5,Block,9,Face,5,Pattern,BlackSquare,action,RotateRight
6,Block,9,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
7,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
8,Block,9,Face,5,Pattern,BlackSquare,action,RotateLeft
9,Block,9,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
10,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
11,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
12,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
